position,track,artist,featured_artists
51,Leao,Marilia Mendonca,N/A
13,Yandel 150,Yandel & Feid,N/A
111,Pointless,Lewis Capaldi,N/A
20,AMG,"Gabito Ballesteros, Peso Pluma & Natanael Cano",N/A
17,Players,Coi Leray,N/A
169,Rumble,"Skrillex, Fred again.. & Flowdan",N/A
82,Chorrito Pa Las Animas,Feid,N/A
184,Space Song,Beach House,N/A
126,Collide,Justine Skye,Tyga
193,Superman,Eminem,N/A
1,Flowers,Miley Cyrus,N/A
12,Vibe,TAEYANG,Jimin
35,Nonsense,Sabrina Carpenter,N/A
58,Fin de Semana,Junior H X Oscar Maydon,N/A
20,People,Libianca,N/A
167,Gimme,"Sam Smith, Koffee & Jessie Reyez",N/A
128,Playa del Ingles,Quevedo & Mike Towers,N/A
174,Sie Weib,AYLIVA,Mero
134,Hips Don't Lie,Shakira,Wyclef Jean
178,Wrecking Ball,Miley Cyrus,N/A
199,Billete Grande,Fuerza Regida X Edgardo Nunez,N/A
22,Moonlight Sunrise,TWICE,N/A
108,Knight Crawler,Trippie Redd & Juice WRLD,N/A
142,Komet,Udo Lindenberg & Apache 207,N/A
184,Heart To Heart,Mac DeMarco,N/A
115,Rush,Ayra Starr,N/A
28,Love Again,The Kid LAROI,N/A
44,Sugar Rush Ride,TOMORROW X TOGETHER,N/A
53,I'm Not Here To Make Friends,Sam Smith,N/A
66,LLYLM,Rosalia,N/A
5,Last Night,Morgan Wallen,N/A
15,PRC,Peso Pluma X Natanael Cano,N/A
99,Dawns,Zach Bryan,Maggie Rogers
134,"Hey, Mickey!",Yung Baby Tate,N/A
70,Trustfall,P!nk,N/A
150,Those Eyes,New West,N/A
160,Growin' Up And Gettin' Old,Luke Combs,N/A
3,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice,N/A
18,X Si Volvemos,Karol G x Romeo Santos,N/A
36,Zona de Perigo,Leo Santana,N/A
40,I Wrote The Book,Morgan Wallen,N/A
34,Everything I Love,Morgan Wallen,N/A
149,Watch The World Burn,Falling In Reverse,N/A
39,Ch y La Pizza,Fuerza Regida X Natanael Cano,N/A
58,Love On The Brain,Rihanna,N/A
75,Mercho,Lil CaKe x Ozuna x Ryan Castro x Migrantes,N/A
18,Lost,Linkin Park,N/A
31,Love You Anyway,Luke Combs,N/A
32,Umbrella,Rihanna,Jay-Z
40,Diamonds,Rihanna,N/A
47,We Found Love,Rihanna,Calvin Harris
68,Cenere,Lazza,N/A
74,Only Girl (In The World),Rihanna,N/A
79,B**** Better Have My Money,Rihanna,N/A
80,Due Vite,Marco Mengoni,N/A
83,Stay,Rihanna,Mikky Ekko
97,Supereroi,Mr.Rain,N/A
100,Work,Rihanna,Drake
105,Special,Lizzo,SZA
106,Where Have You Been,Rihanna,N/A
113,Needed Me,Rihanna,N/A
132,S&M,Rihanna,N/A
138,Don't Stop The Music,Rihanna,N/A
139,Run This Town,"Jay-Z, Rihanna & Kanye West",N/A
152,Rude Boy,Rihanna,N/A
155,Facilita Ai,Ze Felipe,N/A
44,El Gordo Trae El Mando,Chino Pacas,N/A
134,Green Green Grass,George Ezra,N/A
64,Hope,NF,N/A
30,Painting Pictures,Superstar Pride,N/A
43,Heaven,Niall Horan,N/A
75,Watch This (ARIZONATEARS Pluggnb Remix),Lil Uzi Vert,N/A
29,Ceilings,Lizzy McAlpine,N/A
129,A&W,Lana Del Rey,N/A
152,Di Que Si,Grupo Marca Registrada X Grupo Frontera,N/A
160,Lovezinho,Treyce,N/A
175,If We Ever Broke Up,Mae Stephens,N/A
69,Cupido,TINI,N/A
25,Favorite Song,Toosii,N/A
192,In Ha Mood,Ice Spice,N/A
1,TQG,Karol G x Shakira,N/A
33,Tormenta,Gorillaz,Bad Bunny
40,Mientras Me Curo del Cora,Karol G,N/A
69,Pero Tu,Karol G & Quevedo,N/A
70,Tus Gafitas,Karol G,N/A
90,Gucci Los Panos,Karol G,N/A
98,Manana Sera Bonito,Karol G & Carla Morrison,N/A
118,Besties,Karol G,N/A
109,Reminder,The Weeknd,N/A
14,Por Las Noches,Peso Pluma,N/A
156,Ojos Ferrari,"Karol G, Justin Quiles & Angel Dior",N/A
115,Private Landing,Don Toliver,Justin Bieber & Future
169,Karmika,"Karol G, Bad Gyal & Sean Paul",N/A
171,En La Intimidad (Big One CROSSOVER #1),Emilia X Big One X Callejero Fino,N/A
2,La Bebe,Yng Lvcas x Peso Pluma,N/A
95,Nosso Quadro,Ana Castela,N/A
196,Die 4 Me,Halsey,N/A
16,On The Street,j-hope With J. Cole,N/A
20,Red Ruby Da Sleeze,Nicki Minaj,N/A
21,Thinkin' Bout Me,Morgan Wallen,N/A
23,Ain’t That Some,Morgan Wallen,N/A
37,Man Made A Bar,Morgan Wallen,Eric Church
53,’98 Braves,Morgan Wallen,N/A
61,Devil Don’t Know,Morgan Wallen,N/A
62,Sunrise,Morgan Wallen,N/A
65,Born With A Beer In My Hand,Morgan Wallen,N/A
74,Whiskey Friends,Morgan Wallen,N/A
25,Shorty Party,Cartel de Santa,La Kelly
81,Tennessee Numbers,Morgan Wallen,N/A
47,Cowgirls,Morgan Wallen,ERNEST
86,Hope That’s True,Morgan Wallen,N/A
91,Dying Man,Morgan Wallen,N/A
97,Keith Whitley,Morgan Wallen,N/A
99,In The Bible,Morgan Wallen,HARDY
102,Neon Star (Country Boy Lullaby),Morgan Wallen,N/A
108,Me + All Your Reasons,Morgan Wallen,N/A
114,I Deserve A Drink,Morgan Wallen,N/A
116,F150-50,Morgan Wallen,N/A
93,Mas Rica Que Ayer,"Anuel AA, Mambo Kingz & DJ Luian",N/A
122,Single Than She Was,Morgan Wallen,N/A
145,Wine Into Water,Morgan Wallen,N/A
169,180 (Lifestyle),Morgan Wallen,N/A
179,Last Drive Down Main,Morgan Wallen,N/A
180,Good Girl Gone Missin’,Morgan Wallen,N/A
184,Me To Me,Morgan Wallen,N/A
195,Money On Me,Morgan Wallen,N/A
16,River,Miley Cyrus,N/A
28,Set Me Free,TWICE,N/A
44,Jaded,Miley Cyrus,N/A
41,Miracle,Calvin Harris & Ellie Goulding,N/A
92,Thousand Miles,Miley Cyrus,Brandi Carlile
96,Rose Colored Lenses,Miley Cyrus,N/A
2,Cupid,Fifty Fifty,N/A
103,El Merengue,Marshmello & Manuel Turizo,N/A
151,You,Miley Cyrus,N/A
98,Rara Vez,Milo j,N/A
163,Muddy Feet,Miley Cyrus,Sia
23,El Azul,Junior H x Peso Pluma,N/A
176,Malas Decisiones,KENIA OS,N/A
191,Violet Chemistry,Miley Cyrus,N/A
8,"Set Me Free, Pt. 2",Jimin,N/A
10,All Of The Girls You Loved Before,Taylor Swift,N/A
1,Ella Baila Sola,Eslabon Armado X Peso Pluma,N/A
22,Coco Chanel,Eladio Carrion & Bad Bunny,N/A
73,Eat Your Young,Hozier,N/A
89,Si La Calle Llama,Eladio Carrion,Myke Towers
102,Remix Exclusivo,Feid,N/A
85,5 Leaf Clover,Luke Combs,N/A
108,Dijeron Que No La Iba Lograr,Chino Pacas X Fuerza Regida,N/A
78,Shake It Off,Taylor Swift,N/A
41,Style,Taylor Swift,N/A
161,Death,Melanie Martinez,N/A
1,Cruel Summer,Taylor Swift,N/A
174,Mbappe,Eladio Carrion,N/A
40,Lover,Taylor Swift,N/A
74,Moonlight,Kali Uchis,N/A
196,Mother,Meghan Trainor,N/A
2,Like Crazy,Jimin,N/A
10,Beso,Rosalia & Rauw Alejandro,N/A
14,Eyes Closed,Ed Sheeran,N/A
30,"Bzrp Music Sessions, Vol. 54",Bizarrap & Arcangel,N/A
18,Fast Car,Luke Combs,N/A
130,Low Down,Lil Baby,N/A
133,Face-Off,Jimin,N/A
163,Vampiros,Rosalia & Rauw Alejandro,N/A
27,Numb,Linkin Park,N/A
168,Fighting Myself,Linkin Park,N/A
48,Dogtooth,"Tyler, The Creator",N/A
182,The Light,Juice WRLD,N/A
189,Alone,Jimin,N/A
2,Flower,Jisoo,N/A
57,Fight The Feeling,Rod Wave,N/A
17,Classy 101,Feid x Young Miko,N/A
78,All Eyes On Me,Jisoo,N/A
87,Void,Melanie Martinez,N/A
59,Kitsch,IVE,N/A
91,Sorry Not Sorry,"Tyler, The Creator",N/A
48,Slut Me Out,NLE Choppa,N/A
167,All Night,Luciano & RAF Camora,N/A
112,I Know,Kanii,N/A
2,Search & Rescue,Drake,N/A
24,People Pt.2,Agust D & IU,N/A
21,I Am,IVE,N/A
81,M.A (Mejores Amigos),BM,N/A
88,Happy,NF,N/A
50,Never Felt So Alone,Labrinth,N/A
48,Peaches,Jack Black,N/A
41,Baby Don't Hurt Me,"David Guetta, Anne-Marie & Coi Leray",N/A
46,Chanel,Becky G & Peso Pluma,N/A
84,Un Finde (Big One CROSSOVER #2),Ke personajes X Big One X FMK,N/A
1,Un x100to,Grupo Frontera X Bad Bunny,N/A
11,Princess Diana,Ice Spice & Nicki Minaj,N/A
11,Daylight,David Kushner,N/A
7,Idol,YOASOBI,N/A
16,Chemical,Post Malone,N/A
35,See You Again,"Tyler, The Creator",Kali Uchis
87,Wish You The Best,Lewis Capaldi,N/A
118,Igualito A Mi Apa,Fuerza Regida & Peso Pluma,N/A
37,Fragil,Yahritza y Su Esencia x Grupo Frontera,N/A
127,El Tsurito,Junior H x Gabito Ballesteros x Peso Pluma,N/A
140,Kizuna No Kiseki,MAN WITH A MISSION x milet,N/A
96,Pink + White,Frank Ocean,N/A
12,Double Fantasy,The Weeknd,Future
15,Haegeum,Agust D,N/A
37,Super,SEVENTEEN,N/A
79,Alone,Kim Petras,Nicki Minaj
97,Las Morras,Peso Pluma & Blessd,N/A
161,Amygdala,Agust D,N/A
123,Rosa Pastel,Peso Pluma & Jasiel Nunez,N/A
136,Nina Bonita,Feid & Sean Paul,N/A
23,Unforgiven,LE SSERAFIM,Nile Rodgers
110,They Don't Love It,Jack Harlow,N/A
143,Shoong!,TAEYANG,LISA Of BLACKPINK
192,Erro Gostoso,Simone Mendes,N/A
72,Mejor Que Yo,"Anuel AA, Mambo Kingz & DJ Luian",N/A
73,Curtains,Ed Sheeran,N/A
56,Creep,Radiohead,N/A
125,Boat,Ed Sheeran,N/A
58,Area Codes,Kaliii,N/A
70,Spicy,aespa,N/A
179,Go Hard,Lil Baby,N/A
119,Dog Days Are Over,Florence + The Machine,N/A
7,All My Life,Lil Durk,J. Cole
12,Acrostico,Shakira,N/A
15,Tattoo,Loreen,N/A
27,Cha Cha Cha,Kaarija,N/A
58,Queen Of Kings,Alessandra,N/A
62,The Planet,BTS,N/A
78,Mathematical Disrespect,Lil Mabu,N/A
95,Life Goes On,Ed Sheeran,Luke Combs
21,Queencard,(G)I-DLE,N/A
84,Abcdario,Eden Munoz X Junior H,N/A
101,A Sky Full Of Stars,Coldplay,N/A
183,Utsukushii Hire,Spitz,N/A
1,Where She Goes,Bad Bunny,N/A
16,"Angel, Pt. 1","Kodak Black, NLE Choppa, Jimin, JVKE & Muni Long",N/A
18,Say Yes To Heaven,Lana Del Rey,N/A
15,TQM,Fuerza Regida,N/A
44,Mourning,Post Malone,N/A
71,Amargura,Karol G,N/A
109,Bite Me,ENHYPEN,N/A
92,Have You Ever Seen The Rain,Creedence Clearwater Revival,N/A
121,The Best,Tina Turner,N/A
182,Cartao Black,MC Caverinha E KayBlack,N/A
77,What It Is (Block Boy),Doechii,Kodak Black
140,Danza Kuduro,Don Omar & Lucenzo,N/A
151,What's Love Got To Do With It,Tina Turner,N/A
18,Hits Different,Taylor Swift,N/A
3,Dance The Night,Dua Lipa,N/A
53,Stand By Me,Lil Durk,Morgan Wallen
45,Bye,Peso Pluma,N/A
79,Pelle Coat,Lil Durk,N/A
2,"Bzrp Music Sessions, Vol. 55",Bizarrap & Peso Pluma,N/A
89,War Bout It,Lil Durk,21 Savage
66,"Eve, Psyche & The Bluebeard's Wife",LE SSERAFIM,N/A
112,Night Dancer,imase,N/A
139,Need A Favor,Jelly Roll,N/A
9,Sprinter,Dave & Central Cee,N/A
13,Popular,"The Weeknd, Playboi Carti & Madonna",N/A
24,S-Class,Stray Kids,N/A
21,Calling,"Metro Boomin, Swae Lee & NAV",A Boogie Wit da Hoodie
30,Annihilate,"Metro Boomin, Swae Lee, Lil Wayne & Offset",N/A
34,Am I Dreaming,"Metro Boomin, A$AP Rocky & Roisee",N/A
38,Los del Espacio,"LIT killah, Maria Becerra, FMK, Rusherking, Duki, Emilia, Tiago pzk & Big One",N/A
66,Put It On Da Floor Again,Latto,Cardi B
58,Self Love,Metro Boomin & Coi Leray,N/A
38,Ta OK,"DENNIS E MC Kevin O Chris, Maluma & Karol G",N/A
97,All The Way Live,"Metro Boomin, Future & Lil Uzi Vert",N/A
47,El Cielo,"Sky Rompiendo, Feid & Myke Towers",N/A
111,Bread & Butter,Gunna,N/A
119,Lilith (Diablo IV Anthem),Halsey & SUGA Of BTS,N/A
143,Hummingbird,Metro Boomin & James Blake,N/A
148,Pisman Degilim,Dogu Swag & Semicenk,N/A
167,Link Up,"Metro Boomin, Don Toliver & Wizkid",BEAM & Toian
172,"Phir Aur Kya Chahiye (From ""Zara Hatke Zra Bachke"")",Arijit Singh & Sachin-Jigar,N/A
38,Makeba,Jain,N/A
185,Danger (Spider),Offset & JID,N/A
195,Home,"Metro Boomin, Don Toliver & Lil Uzi Vert",N/A
1,Take Two,BTS,N/A
38,Who Told You,J Hus,Drake
39,Dial Drunk,Noah Kahan With Post Malone,N/A
122,Polaris,"Saiko, Feid & Quevedo",Mora
129,Plebada,El Alfa x Peso Pluma,N/A
139,Tuya,Rosalia,N/A
139,"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Varun Jain, Schin-Jigar, Shadab Faridi & Altamash Faridi",N/A
28,Attention,Doja Cat,N/A
6,Fukumean,Gunna,N/A
69,Back To The Moon,Gunna,N/A
125,Rodeo Dr,Gunna,N/A
158,Back At It,Gunna,N/A
177,Yankee 150,"Yandel, Feid & Daddy Yankee",N/A
179,Broken Melodies,NCT DREAM,N/A
190,Padam Padam,Kylie Minogue,N/A
6,Barbie World,Nicki Minaj & Ice Spice With Aqua,N/A
13,Lady Gaga,"Peso Pluma, Gabito Ballesteros & Junior H",N/A
16,Sabor Fresa,Fuerza Regida,N/A
23,Luna,Peso Pluma & Junior H,N/A
32,"Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,N/A
35,Oh U Went,Young Thug,Drake
72,VVS,"Peso Pluma, Edgardo Nunez & Los Dareyes de La Sierra",N/A
76,Parade On Cleveland,Young Thug,Drake
99,Baby Hello,Rauw Alejandro X Bizarrap,N/A
114,Rubicon,Peso Pluma,N/A
33,(It Goes Like) Nanana,Peggy Gou,N/A
109,Lagunas,Peso Pluma & Jasiel Nunez,N/A
145,Cars Bring Me Out,Young Thug,Future
150,Doomsday.,"Lyrical Lemonade, Juice WRLD & Cordae",N/A
157,Carnal,Peso Pluma & Natanael Cano,N/A
111,Corazon Vacio,Maria Becerra,N/A
165,Wit Da Racks,Young Thug,"21 Savage, Travis Scott & Yak Gotti"
172,Nueva Vida,Peso Pluma,N/A
195,Want Me Dead,Young Thug,21 Savage
1,Vampire,Olivia Rodrigo,N/A
21,Flooded The Face,Lil Uzi Vert,N/A
23,Mojabi Ghost,Tainy & Bad Bunny,N/A
25,Tulum,Peso Pluma & Grupo Frontera,N/A
3,LaLa,Myke Towers,N/A
33,Endless Fashion,Lil Uzi Vert,Nicki Minaj
54,Aye,Lil Uzi Vert,Travis Scott
55,Copa Vacia,Shakira X Manuel Turizo,N/A
59,Suicide Doors,Lil Uzi Vert,N/A
62,Still With You,Jung Kook,N/A
100,Mi Bello Angel,Natanael Cano,N/A
122,Pasiempre,"Tainy, Arcangel & Jhayco","Myke Towers, Omar Courtz & Arca"
138,Crush Em,Lil Uzi Vert,N/A
141,I Gotta,Lil Uzi Vert,N/A
132,Ali Cabbar,Emir Can Igrek,N/A
151,X2,Lil Uzi Vert,N/A
158,My You,Jung Kook,N/A
160,Spin Again,Lil Uzi Vert,N/A
28,Primera Cita,Carin Leon,N/A
71,Religiously,Bailey Zimmerman,N/A
167,Vagabundo,"Sebastian Yatra, Manuel Turizo & Beele",N/A
2,Super Shy,NewJeans,N/A
4,I Can See You (Taylor’s Version) (From The Vault),Taylor Swift,N/A
10,Back To December (Taylor's Version),Taylor Swift,N/A
11,Enchanted (Taylor's Version),Taylor Swift,N/A
13,Mine (Taylor's Version),Taylor Swift,N/A
20,Sparks Fly (Taylor’s Version),Taylor Swift,N/A
24,Speak Now (Taylor's Version),Taylor Swift,N/A
25,Better Than Revenge (Taylor's Version),Taylor Swift,N/A
28,Dear John (Taylor's Version),Taylor Swift,N/A
30,Castles Crumbling (Taylor’s Version) (From The Vault),Taylor Swift,Hayley Williams
31,The Story Of Us (Taylor's Version),Taylor Swift,N/A
25,New Jeans,NewJeans,N/A
33,Mean (Taylor's Version),Taylor Swift,N/A
36,When Emma Falls In Love (Taylor's Version) (From The Vault),Taylor Swift,N/A
37,Electric Touch (Taylor’s Version) (From The Vault),Taylor Swift,Fall Out Boy
17,Columbia,Quevedo,N/A
49,Foolish One (Taylor's Version) (From The Vault),Taylor Swift,N/A
53,Haunted (Taylor's Version),Taylor Swift,N/A
55,Long Live (Taylor's Version),Taylor Swift,N/A
60,Timeless (Taylor’s Version) (From The Vault),Taylor Swift,N/A
65,Last Kiss (Taylor's Version),Taylor Swift,N/A
71,Never Grow Up (Taylor's Version),Taylor Swift,N/A
79,Innocent (Taylor's Version),Taylor Swift,N/A
88,Do It Like That,TOMORROW X TOGETHER & Jonas Brothers,N/A
85,Where Our Blue Is,Tatsuya Kitani,N/A
91,Ours (Taylor’s Version),Taylor Swift,N/A
122,Superman (Taylor’s Version),Taylor Swift,N/A
86,Cream Soda,EXO,N/A
163,Steal The Show,Lauv,N/A
174,Aman Guzel Yavas Yuru,Halodayi X Azer Bulbul,N/A
192,Radio,Lana Del Rey,N/A
1,Seven,Jung Kook,Latto
2,Try That In A Small Town,Jason Aldean,N/A
2,What Was I Made For?,Billie Eilish,N/A
34,Rush,Troye Sivan,N/A
43,S91,Karol G,N/A
55,Overdrive,Post Malone,N/A
101,Quema,Ryan Castro x Pe$o Pluma,N/A
182,In Bloom,ZEROBASEONE,N/A
37,The Night We Met,Lord Huron,N/A
196,Novidade Na Area,MC Livinho & DJ Matt D,N/A
5,K-POP,"Travis Scott, Bad Bunny & The Weeknd",N/A
12,ETA,NewJeans,N/A
22,Cool With You,NewJeans,N/A
33,ASAP,NewJeans,N/A
57,Get Up,NewJeans,N/A
58,Speed Drive,Charli xcx,N/A
77,Barbie Girl,Aqua,N/A
70,I'm Just Ken,Ryan Gosling,N/A
103,Deli,Ice Spice,N/A
117,Love Like This,Zayn,N/A
118,Nothing Compares 2 U,Sinead O'Connor,N/A
125,ISTJ,NCT DREAM,N/A
76,White Horse,Chris Stapleton,N/A
156,Pink,Lizzo,N/A
2,Meltdown,Travis Scott,Drake
3,FE!N,Travis Scott,Playboi Carti
10,Hyaena,Travis Scott,N/A
13,I Know ?,Travis Scott,N/A
15,Thank God,Travis Scott,N/A
16,My Eyes,Travis Scott,N/A
17,Topia Twins,Travis Scott,Rob49 & 21 Savage
18,Modern Jam,Travis Scott,Teezo Touchdown
19,Delresto (Echoes),Travis Scott & Beyonce,N/A
22,Sirens,Travis Scott,N/A
23,Telekinesis,Travis Scott,SZA & Future
25,God's Country,Travis Scott,N/A
32,Circus Maximus,Travis Scott,The Weeknd & Swae Lee
34,Skitzo,Travis Scott,Young Thug
42,Til Further Notice,Travis Scott,James Blake & 21 Savage
47,Lost Forever,Travis Scott,Westside Gunn
49,Looove,Travis Scott,Kid Cudi
55,Parasail,Travis Scott,Yung Lean & Dave Chappelle
62,Enough Is Enough,Post Malone,N/A
106,On The Radar Freestyle,Drake & Central Cee,N/A
112,Something Real,Post Malone,N/A
131,In Your Love,Tyler Childers,N/A
105,Desire,Calvin Harris & Sam Smith,N/A
144,Jealousy,Offset & Cardi B,N/A
157,Too Cool To Die,Post Malone,N/A
168,Pacto,Jay Wheeler x Anuel AA x Hades66 x Dei V x Bryant Myers,N/A
173,Don't Understand,Post Malone,N/A
188,Novacandy,Post Malone,N/A
89,Chulopt2,"Bad Gyal, Tokischa & Young Miko",N/A
155,Halls Na Lingua,Kadu Martins,N/A
1,Paint The Town Red,Doja Cat,N/A
38,El Amor de Su Vida,Grupo Frontera & Grupo Firme,N/A
118,Faz Um Vuk Vuk (Teto Espelhado),Kevin O Chris & DJ Nk Da Serra,N/A
2,Rich Men North Of Richmond,Oliver Anthony Music,N/A
5,Bad Idea Right?,Olivia Rodrigo,N/A
12,Love Me Again,V,N/A
13,Mi Ex Tenia Razon,Karol G,N/A
16,Rainy Days,V,N/A
7,Qlona,Karol G & Peso Pluma,N/A
68,Una Noche En Medellin (Remix),"Karol G, Cris Mj & Ryan Castro",N/A
131,Oki Doki,Karol G,N/A
54,Holanda,JHAYCO,N/A
174,Dispo,Karol G & Young Miko,N/A
198,Bad Blood,Taylor Swift,Kendrick Lamar
85,Call Your Friends,Rod Wave,N/A
21,Prada,"casso, RAYE & D-Block Europe",N/A
137,With You,AP Dhillon,N/A
145,Fast Forward,JEON SOMI,N/A
93,Heeriye,Jasleen Royal & Arijit Singh,N/A
175,Better Things,aespa,N/A
193,Killin' Me Good,JIHYO,N/A
4,I Remember Everything,Zach Bryan,Kacey Musgraves
6,Used To Be Young,Miley Cyrus,N/A
13,Single Soon,Selena Gomez,N/A
33,Hey Driver,Zach Bryan,The War And Treaty
39,Spotless,Zach Bryan,The Lumineers
44,East Side Of Sorrow,Zach Bryan,N/A
47,Tourniquet,Zach Bryan,N/A
54,Overtime,Zach Bryan,N/A
55,Summertime's Close,Zach Bryan,N/A
59,Fear And Friday's,Zach Bryan,N/A
67,Ticking,Zach Bryan,N/A
69,The Girls,BLACKPINK,N/A
79,El Dorado,Zach Bryan,N/A
85,Holy Roller,Zach Bryan,Sierra Ferrell
94,Smaller Acts,Zach Bryan,N/A
103,Fear And Friday's (Poem),Zach Bryan,N/A
109,Jake's Piano - Long Island,Zach Bryan,N/A
111,Tradesman,Zach Bryan,N/A
134,Oklahoman Son,Zach Bryan,N/A
143,City Boys,Burna Boy,N/A
44,That's What I Like,Bruno Mars,N/A
194,Cheat On Me,Burna Boy,Dave
28,Specialz,King Gnu,N/A
26,Que Onda,Calle 24 x Chino Pacas x Fuerza Regida,N/A
36,Last Time I Saw You,Nicki Minaj,N/A
65,Demons,Doja Cat,N/A
5,Strangers,Kenya Grace,N/A
114,Margaritaville,Jimmy Buffett,N/A
149,Reina,Mora & Saiko,N/A
156,Donde Se Aprende A Querer?,Mora,N/A
170,Honey (Are U Coming?),Maneskin,N/A
91,Love Lee,AKMU,N/A
82,Elovrga,Alex Favela x Grupo Marca Registrada x Joaquin Medina,N/A
4,Slow Dancing,V,N/A
7,Get Him Back!,Olivia Rodrigo,N/A
9,All-American Bitch,Olivia Rodrigo,N/A
14,The Grudge,Olivia Rodrigo,N/A
16,Making The Bed,Olivia Rodrigo,N/A
19,Logical,Olivia Rodrigo,N/A
20,Lacy,Olivia Rodrigo,N/A
21,Ballad Of A Homeschooled Girl,Olivia Rodrigo,N/A
22,Love Is Embarrassing,Olivia Rodrigo,N/A
26,Bongos,Cardi B & Megan Thee Stallion,N/A
30,Pretty Isn't Pretty,Olivia Rodrigo,N/A
46,Teenage Dream,Olivia Rodrigo,N/A
86,Bipolar,Peso Pluma x Jasiel Nunez x Junior H,N/A
89,Blue,V,N/A
73,"Chaleya (From ""Jawan"")",Arijit Singh & Shilpa Rao,N/A
113,For Us,V,N/A
148,Peaches & Eggplants,Young Nudy,21 Savage
163,Chico,Luisa Sonza,N/A
44,Show,Ado,N/A
107,One Dance,Drake,WizKid & Kyla
3,Slime You Out,Drake,SZA
1,Greedy,Tate McRae,N/A
37,Back For More,TOMORROW X TOGETHER & Anitta,N/A
17,Segun Quien,Maluma & Carin Leon,N/A
88,Come See Me,Rod Wave,N/A
92,Turks & Caicos,Rod Wave,21 Savage
95,Boyz Don't Cry,Rod Wave,N/A
128,Great Gatsby,Rod Wave,N/A
6,Water,Tyla,N/A
148,Long Journey,Rod Wave,N/A
158,Nostalgia,Rod Wave & Wet,N/A
158,Let's Go 4,"DJ GBR, MC IG, MC Ryan SP, MC PH, MC Davi, MC Luki, MC Don Juan, MC Kadu, Traplaudo, MC GP & MC GH Do7",N/A
4,Lose Control,Teddy Swims,N/A
168,Another One Of Me,"Diddy, French Montana & The Weeknd",21 Savage
132,CCC,Michelle Maciel x Eden Munoz,N/A
184,Crazy,Rod Wave,N/A
199,Smoke,Dynamicduo & Lee Young Ji,N/A
17,Agora Hills,Doja Cat,N/A
24,El Jefe,Shakira X Fuerza Regida,N/A
13,Un Preview,Bad Bunny,N/A
41,Sarah's Place,Zach Bryan,Noah Kahan
84,Boys Of Faith,Zach Bryan,Bon Iver
105,One More Time,blink-182,N/A
12,My Love Mine All Mine,Mitski,N/A
149,Deep Satin,Zach Bryan,N/A
163,Buenas,Quevedo & Saiko,N/A
139,500lbs,Lil Tecca,N/A
1,3D,Jung Kook & Jack Harlow,N/A
5,Si No Estas,Inigo Quintero,N/A
63,The Brave,YOASOBI,N/A
80,Ecstacy,SUICIDAL-IDOL,N/A
128,Better Place,*NSYNC,N/A
139,American Town,Ed Sheeran,N/A
129,Vois Sur Ton Chemin (Techno Mix),BENNETT,N/A
160,Either Way,IVE,N/A
199,Luces de Tecno,Feid,N/A
1,IDGAF,Drake,Yeat
2,First Person Shooter,Drake,J. Cole
4,Virginia Beach,Drake,N/A
7,You & Me,JENNIE,N/A
9,Calling For You,Drake,21 Savage
10,Gently,Drake,Bad Bunny
12,Daylight,Drake,N/A
13,Fear Of Heights,Drake,N/A
16,Rich Baby Daddy,Drake,Sexyy Red & SZA
18,Amen,Drake,Teezo Touchdown
19,7969 Santa,Drake,N/A
21,8am In Charlotte,Drake,N/A
24,What Would Pluto Do,Drake,N/A
26,Bahamas Promises,Drake,N/A
27,Tried Our Best,Drake,N/A
28,Members Only,Drake,PARTYNEXTDOOR
30,All The Parties,Drake,Chief Keef
31,"Bzrp Music Sessions, Vol. 57",Bizarrap & Milo j,N/A
32,Drew A Picasso,Drake,N/A
35,Another Late Night,Drake,Lil Yachty
47,Away From Home,Drake,N/A
55,Polar Opposites,Drake,N/A
56,BBL Love Interlude,Drake,N/A
66,Screw The World Interlude,Drake,N/A
75,Gods,NewJeans,N/A
89,Fact Check,NCT 127,N/A
77,Y Lloro,Junior H,N/A
106,Fruto,Bizarrap & Milo j,N/A
112,Wild Ones,Jessie Murph & Jelly Roll,N/A
5,Stick Season,Noah Kahan,N/A
169,$ad Boyz II,Junior H,N/A
34,Lollipop,"Darell, Ozuna & Maluma",N/A
181,Off The Record,IVE,N/A
1,Monaco,Bad Bunny,N/A
4,Perro Negro,Bad Bunny & Feid,N/A
6,Fina,Bad Bunny & Young Miko,N/A
11,Hibiki,Bad Bunny & Mora,N/A
12,Nadie Sabe,Bad Bunny,N/A
15,Baby Nueva,Bad Bunny,N/A
16,Seda,Bad Bunny & Bryant Myers,N/A
18,Telefono Nuevo,Bad Bunny & Luar La L,N/A
19,Mr. October,Bad Bunny,N/A
25,Cybertruck,Bad Bunny,N/A
28,Gracias Por Nada,Bad Bunny,N/A
35,Mercedes Carota,Bad Bunny & YOVNGCHIMI,N/A
36,Vou 787,Bad Bunny,N/A
41,Los Pits,Bad Bunny,N/A
47,Acho PR,"Bad Bunny, Arcangel, De La Ghetto & Nengo Flow",N/A
48,No Me Quiero Casar,Bad Bunny,N/A
49,Thunder Y Lightning,Bad Bunny & Eladio Carrion,N/A
57,Vuelve Candy B,Bad Bunny,N/A
59,Baticano,Bad Bunny,N/A
